"C1"	"C2"	"C3"	"IR1"	"IR2"	"IR3"
"ENSG00000213701"	1	0	0	0	0	0
"ENSG00000213741"	29	31	13	22	24	18
"ENSG00000213918"	0	0	0	1	0	0
"ENSG00000213923"	0	0	1	0	0	0
"ENSG00000213977"	1	0	0	0	0	0
"ENSG00000214078"	1	0	1	0	0	0
"ENSG00000214253"	0	0	1	2	1	0
"ENSG00000214300"	0	0	0	0	1	0
"ENSG00000214413"	0	0	0	0	1	0
"ENSG00000214612"	0	0	1	0	0	0
"ENSG00000214753"	0	1	0	1	0	0
"ENSG00000215021"	0	0	0	0	0	2
"ENSG00000215251"	0	0	0	0	1	0
"ENSG00000215271"	1	0	0	0	0	0
"ENSG00000215301"	2	2	1	0	0	0
"ENSG00000215440"	0	0	0	0	0	1
"ENSG00000215472"	10	0	4	0	14	0
"ENSG00000216490"	0	0	0	0	1	0
"ENSG00000217555"	0	0	3	0	0	1
"ENSG00000220008"	0	0	1	0	0	0
"ENSG00000220205"	0	0	0	0	0	1
"ENSG00000221838"	0	1	0	0	0	0
"ENSG00000221869"	1	0	0	0	0	0
"ENSG00000221923"	0	1	0	0	0	0
"ENSG00000221983"	6	9	8	10	9	6
"ENSG00000224051"	0	0	0	0	0	1
"ENSG00000224420"	0	1	0	0	0	0
"ENSG00000224877"	0	0	0	0	1	0
"ENSG00000225663"	0	1	0	0	0	0
"ENSG00000225830"	0	0	1	0	0	1
"ENSG00000225921"	0	0	0	1	0	0
"ENSG00000226329"	0	0	0	0	0	1
"ENSG00000227191"	0	0	1	0	0	0
"ENSG00000228300"	0	0	0	0	2	1
"ENSG00000228474"	0	0	2	2	0	3
"ENSG00000228594"	0	1	0	0	0	0
"ENSG00000228782"	0	0	0	0	0	1
"ENSG00000229117"	29	30	17	21	24	17
"ENSG00000229754"	0	0	0	0	0	1
"ENSG00000229809"	0	0	1	0	0	0
"ENSG00000230989"	3	0	2	0	1	0
"ENSG00000231123"	0	0	0	0	0	1
"ENSG00000231500"	0	3	0	1	3	0
"ENSG00000231584"	0	0	0	1	0	0
"ENSG00000232119"	0	0	0	2	0	0
"ENSG00000232388"	1	0	1	0	1	1
"ENSG00000232653"	0	1	0	0	0	0
"ENSG00000232859"	0	0	0	1	0	0
"ENSG00000233276"	8	2	5	6	4	4
"ENSG00000233369"	0	0	0	1	0	0
"ENSG00000233493"	0	0	0	0	0	1
"ENSG00000233927"	15	16	10	8	6	12
"ENSG00000233954"	0	0	0	1	0	0
"ENSG00000234287"	0	0	0	0	14	0
"ENSG00000234289"	0	0	0	1	0	0
"ENSG00000234545"	1	0	0	0	0	0
"ENSG00000234745"	4	8	7	2	3	5
"ENSG00000234857"	0	0	0	0	1	0
"ENSG00000235354"	0	0	0	0	0	3
"ENSG00000235750"	0	0	0	0	0	1
"ENSG00000237651"	0	0	0	0	1	0
"ENSG00000237765"	0	1	0	0	0	0
"ENSG00000237840"	0	0	0	1	0	0
"ENSG00000237846"	0	0	0	0	0	1
"ENSG00000238227"	0	0	0	1	0	0
"ENSG00000239264"	0	1	0	0	0	0
"ENSG00000239305"	1	1	0	0	0	0
"ENSG00000239306"	0	0	1	0	0	0
"ENSG00000239672"	1	0	0	0	0	0
"ENSG00000239697"	0	0	0	0	0	1
"ENSG00000239713"	0	1	0	0	0	0
"ENSG00000239732"	1	0	0	0	0	0
"ENSG00000239779"	0	0	0	1	0	0
"ENSG00000239839"	4	0	1	4	0	1
"ENSG00000239998"	1	0	0	1	0	0
"ENSG00000240247"	0	4	0	0	0	0
"ENSG00000240972"	3	1	0	1	1	0
"ENSG00000241343"	7	10	6	6	5	8
"ENSG00000241468"	0	2	0	2	1	0
"ENSG00000241553"	2	2	1	2	2	0
"ENSG00000241837"	0	2	5	0	1	1
"ENSG00000241839"	0	0	0	2	0	0
"ENSG00000241973"	0	0	0	0	0	2
"ENSG00000242372"	1	0	0	1	0	0
"ENSG00000242485"	1	0	1	0	1	1
"ENSG00000242498"	0	1	0	0	0	0
"ENSG00000242616"	0	1	0	0	0	0
"ENSG00000243147"	0	0	1	0	0	0
"ENSG00000243279"	0	0	0	1	0	0
"ENSG00000243317"	0	1	0	1	1	0
"ENSG00000243566"	1	0	0	0	0	0
"ENSG00000243592"	1	0	0	0	0	0
"ENSG00000243646"	0	0	0	0	0	1
"ENSG00000243678"	0	5	0	1	0	0
"ENSG00000243927"	1	0	0	1	0	1
"ENSG00000244038"	0	1	1	2	1	0
"ENSG00000244165"	0	1	1	0	0	0
"ENSG00000244187"	0	0	0	0	1	0
"ENSG00000244274"	0	0	1	0	0	0
"ENSG00000244509"	1	0	0	0	0	0
"ENSG00000244582"	0	0	0	0	1	0
"ENSG00000244734"	13	6	8	28	14	14
"ENSG00000245680"	0	0	1	0	0	0
"ENSG00000245848"	1	0	0	0	0	0
"ENSG00000246705"	0	1	0	0	0	0
"ENSG00000247077"	0	0	0	0	0	1
"ENSG00000247596"	0	1	3	0	1	0
"ENSG00000248167"	1	0	0	0	0	0
"ENSG00000248333"	0	1	0	0	0	0
"ENSG00000248919"	0	0	0	0	0	1
"ENSG00000249915"	0	0	0	0	1	0
"ENSG00000250317"	0	0	0	1	0	0
"ENSG00000250479"	1	0	0	1	0	0
"ENSG00000250571"	0	1	0	0	0	0
"ENSG00000251247"	1	1	0	0	0	0
"ENSG00000251595"	0	0	1	0	0	0
"ENSG00000253719"	2	0	0	0	0	0
"ENSG00000253729"	0	1	0	0	0	0
"ENSG00000253846"	0	0	0	0	0	1
"ENSG00000254087"	0	0	0	1	0	0
"ENSG00000254413"	1	1	0	0	1	0
"ENSG00000254470"	0	1	0	0	0	0
"ENSG00000254505"	0	0	1	1	0	0
"ENSG00000254692"	0	0	0	0	0	1
"ENSG00000254986"	0	0	0	0	0	1
"ENSG00000254999"	0	1	1	0	0	0
"ENSG00000255112"	0	0	1	0	0	0
"ENSG00000255245"	0	0	0	0	1	0
"ENSG00000255508"	4	5	8	5	5	2
"ENSG00000255526"	0	0	0	1	1	0
"ENSG00000255529"	0	0	0	1	0	0
"ENSG00000255624"	0	0	0	0	0	1
"ENSG00000255819"	0	0	0	0	0	2
"ENSG00000255823"	15	16	8	20	17	10
"ENSG00000256045"	13	5	4	3	7	6
"ENSG00000256537"	0	0	0	0	1	1
"ENSG00000256594"	0	1	2	0	0	0
"ENSG00000256618"	6	4	2	3	4	1
"ENSG00000256646"	0	0	1	1	0	0
"ENSG00000256683"	0	1	0	0	0	0
"ENSG00000257103"	0	2	0	0	1	0
"ENSG00000257390"	0	0	0	1	0	0
"ENSG00000257727"	1	0	0	0	0	0
"ENSG00000257950"	0	0	1	0	1	1
"ENSG00000258315"	0	1	0	0	0	0
"ENSG00000258674"	0	0	0	0	0	2
"ENSG00000258790"	0	0	1	0	0	0
"ENSG00000259040"	0	0	0	0	1	0
"ENSG00000259660"	0	0	0	0	0	1
"ENSG00000259848"	0	0	0	1	0	0
"ENSG00000260272"	0	0	1	2	0	0
"ENSG00000260314"	0	0	0	0	2	1
"ENSG00000260916"	1	0	0	0	0	0
"ENSG00000261740"	0	1	1	0	1	0
"ENSG00000261884"	0	0	0	1	0	0
"ENSG00000261915"	1	0	0	2	0	0
"ENSG00000262814"	0	1	1	0	0	0
"ENSG00000263528"	0	1	0	0	0	0
"ENSG00000265354"	0	0	0	0	0	1
"ENSG00000265681"	0	0	0	0	0	6
"ENSG00000265808"	0	0	2	0	0	0
"ENSG00000265972"	1	4	1	0	1	2
"ENSG00000266086"	0	1	0	0	0	0
"ENSG00000266094"	0	0	0	1	0	0
"ENSG00000266173"	0	1	0	0	0	0
"ENSG00000266412"	0	1	1	0	0	1
"ENSG00000266472"	0	0	1	0	1	0
"ENSG00000267216"	2	0	0	0	0	0
"ENSG00000268173"	6	5	11	16	12	14
"ENSG00000269028"	21	24	22	24	20	15
"ENSG00000269335"	0	0	0	0	0	1
"ENSG00000269743"	0	1	0	0	0	0
"ENSG00000270106"	0	0	0	0	0	1
"ENSG00000270170"	0	0	0	0	1	0
"ENSG00000270299"	0	0	0	0	1	0
"ENSG00000270617"	0	0	1	0	0	0
"ENSG00000270629"	0	0	0	0	0	1
"ENSG00000271503"	1	1	1	1	1	1
"ENSG00000271601"	0	1	0	0	0	0
"ENSG00000272047"	0	0	0	1	1	1
"ENSG00000272196"	0	0	0	0	1	0
"ENSG00000272325"	0	0	0	1	0	1
"ENSG00000273154"	0	0	1	0	1	0
"ENSG00000273841"	0	0	0	0	0	1
"ENSG00000275302"	0	0	1	1	0	0
"ENSG00000276045"	0	1	0	0	0	0
"ENSG00000277150"	0	0	0	0	0	1
"ENSG00000277791"	0	1	0	0	0	0
"ENSG00000277957"	0	0	1	0	0	2
"ENSG00000279765"	0	1	1	1	1	0
"ENSG00000280893"	0	0	0	0	1	0
"ENSG00000281571"	0	0	0	1	0	0
"ENSG00000281741"	0	0	0	1	0	0
"ENSG00000282608"	1	0	0	0	0	0
"ENSG00000284194"	1	0	0	0	0	0
"ENSG00000285258"	0	0	1	0	0	0
"ENSG00000285441"	0	1	0	2	1	0
